device_type,failed_login_attempts,open_ports,total_vulnerabilities,critical_vulnerabilities,patch_age_days,network_anomaly_score,malware_alerts,privilege_escalation_attempts,previous_security_incidents,risk_level
Laptop,7,5,5,0,109,45.5,0,0,0,MEDIUM
Laptop,5,3,3,0,108,20.0,0,0,2,LOW
Server,3,2,2,2,12,44.9,0,1,0,LOW
Server,6,4,5,1,96,70.3,0,0,2,HIGH
Laptop,2,4,3,0,36,28.2,1,0,0,LOW
Workstation,7,3,4,4,71,9.1,1,0,1,MEDIUM
Laptop,7,6,4,0,115,28.9,0,1,1,MEDIUM
Workstation,5,5,3,0,106,6.7,0,0,4,LOW
Laptop,5,1,2,1,58,67.4,0,1,3,MEDIUM
Laptop,1,6,2,1,5,39.9,2,3,0,MEDIUM
Workstation,6,3,1,1,115,22.0,0,1,0,LOW
Laptop,6,3,4,1,109,25.7,0,0,1,LOW
Laptop,9,6,4,2,46,12.0,0,0,0,LOW
Desktop,4,4,6,2,16,60.2,1,0,2,HIGH
Laptop,3,8,5,3,63,78.4,0,0,0,HIGH
Server,3,5,3,1,97,5.1,1,1,1,LOW
Workstation,2,4,7,0,54,61.0,0,0,0,LOW
Workstation,8,4,5,2,2,32.6,0,0,0,LOW
Laptop,4,7,5,2,55,65.9,2,0,1,HIGH
Desktop,6,8,3,1,62,0.0,0,2,0,LOW
Laptop,6,4,5,1,111,43.0,1,2,1,HIGH
Laptop,2,6,6,0,97,29.0,0,0,1,LOW
Laptop,5,4,3,1,84,52.5,0,0,0,LOW
Workstation,5,3,4,0,48,39.3,0,0,1,LOW
Workstation,3,0,3,0,114,38.5,0,2,0,LOW
Server,5,8,5,0,28,35.7,1,0,4,MEDIUM
Desktop,6,5,4,1,39,72.4,1,3,2,HIGH
Desktop,7,7,2,0,102,34.2,0,1,2,MEDIUM
Desktop,5,5,6,4,120,57.0,1,0,4,HIGH
Desktop,4,6,6,1,98,51.8,0,0,1,MEDIUM
Desktop,6,1,2,0,85,57.6,0,1,1,LOW
Laptop,8,3,5,3,113,15.7,1,1,1,HIGH
Laptop,1,2,0,0,15,53.6,1,0,1,LOW
Workstation,4,3,5,0,80,45.4,0,0,1,LOW
Desktop,5,5,3,1,49,11.8,1,0,1,LOW
Workstation,8,6,1,1,72,33.3,0,3,3,HIGH
Laptop,5,7,4,1,30,88.5,0,2,2,HIGH
Desktop,4,2,6,1,59,29.4,0,0,1,LOW
Laptop,3,9,5,2,28,29.9,0,0,0,LOW
Laptop,5,3,2,0,77,47.9,0,0,1,LOW
Laptop,2,6,6,1,112,26.1,0,0,1,LOW
Laptop,4,2,6,1,7,41.1,0,0,0,LOW
Workstation,6,4,5,0,116,28.1,2,1,1,HIGH
Laptop,3,7,2,1,79,46.9,0,0,1,LOW
Desktop,1,8,4,0,1,36.6,0,0,1,LOW
Desktop,6,3,3,2,70,80.9,1,1,0,HIGH
Laptop,6,4,1,0,16,39.0,1,0,1,LOW
Desktop,7,8,4,0,97,33.1,0,1,0,LOW
Laptop,1,5,7,0,33,60.6,0,0,2,LOW
Workstation,3,4,5,2,6,7.4,1,1,1,LOW
Workstation,5,9,6,0,102,75.2,1,0,1,HIGH
Server,5,5,4,2,64,16.3,0,1,2,MEDIUM
Desktop,12,5,6,1,73,64.2,0,0,0,HIGH
Laptop,8,2,6,0,100,70.0,0,0,1,HIGH
Workstation,7,6,8,2,68,26.4,1,0,0,HIGH
Laptop,3,7,3,2,96,28.5,0,0,3,MEDIUM
Laptop,3,8,4,3,72,35.6,0,0,3,HIGH
Laptop,6,5,3,0,3,51.7,0,0,2,LOW
Server,4,3,5,1,115,16.0,0,1,1,LOW
Server,5,2,5,2,116,35.6,0,1,1,MEDIUM
Server,6,5,6,3,33,31.1,1,0,0,MEDIUM
Server,6,8,1,1,78,12.7,0,0,0,LOW
Laptop,8,6,4,0,14,15.0,1,0,0,LOW
Workstation,6,6,2,2,34,40.8,0,0,0,LOW
Desktop,7,4,4,3,73,40.4,0,0,2,HIGH
Server,5,8,2,0,42,21.2,0,1,1,LOW
Laptop,4,6,5,2,117,39.7,0,0,3,HIGH
Workstation,4,5,2,1,9,23.8,1,1,0,LOW
Laptop,6,1,5,5,85,66.8,0,2,2,HIGH
Laptop,6,1,5,1,74,35.7,0,0,0,LOW
Desktop,5,4,4,1,107,62.1,1,3,1,HIGH
Laptop,4,2,3,1,97,0.8,1,1,2,LOW
Laptop,3,4,2,0,108,45.1,0,0,2,LOW
Server,6,7,4,4,96,51.1,1,0,1,HIGH
Laptop,4,5,4,0,26,35.0,0,1,2,LOW
Workstation,9,5,3,2,51,26.1,0,1,0,LOW
Laptop,5,5,4,0,82,34.6,1,1,2,MEDIUM
Server,5,4,7,0,120,54.3,0,2,2,HIGH
Desktop,1,7,3,1,104,11.4,0,1,1,LOW
Server,5,6,4,0,78,53.4,1,0,0,MEDIUM
Desktop,4,8,4,1,12,45.0,0,0,1,LOW
Desktop,6,4,3,1,50,32.3,0,2,0,LOW
Workstation,8,8,6,0,78,33.2,0,0,0,LOW
Laptop,6,3,3,0,93,39.4,1,0,0,LOW
Laptop,4,6,5,1,32,74.5,1,0,2,HIGH
Server,4,4,5,1,56,45.7,1,1,0,MEDIUM
Workstation,5,2,4,1,99,17.3,1,0,4,MEDIUM
Laptop,7,7,2,2,100,28.4,1,2,2,HIGH
Desktop,5,5,6,1,27,12.8,1,0,2,LOW
Workstation,6,7,4,2,30,0.0,1,0,0,LOW
Server,5,5,6,1,45,12.4,1,0,0,LOW
Workstation,4,6,6,2,77,40.6,0,0,1,MEDIUM
Desktop,6,5,2,0,81,66.0,0,0,0,LOW
Server,6,3,3,0,91,59.9,2,0,1,HIGH
Laptop,4,3,5,0,67,12.6,0,1,0,LOW
Workstation,3,4,5,1,111,20.5,1,1,0,MEDIUM
Laptop,2,4,2,0,14,17.3,0,1,0,LOW
Server,7,3,3,0,63,0.0,1,1,0,LOW
Laptop,3,4,4,0,27,34.3,0,1,2,LOW
Desktop,6,2,4,1,65,55.7,1,0,1,MEDIUM
Server,4,6,5,0,107,32.4,1,0,0,MEDIUM
Desktop,8,6,4,0,107,10.1,1,0,2,MEDIUM
Workstation,8,2,4,2,119,19.4,1,1,1,HIGH
Laptop,5,4,3,0,59,30.8,1,0,2,LOW
Server,5,3,1,0,83,54.9,1,1,3,MEDIUM
Laptop,0,9,8,1,57,34.0,0,0,3,MEDIUM
Laptop,4,3,4,1,1,52.0,0,1,2,LOW
Desktop,4,5,4,0,34,36.2,0,0,0,LOW
Laptop,6,9,4,1,89,43.2,1,0,0,MEDIUM
Laptop,7,7,3,0,6,17.3,1,1,0,LOW
Server,4,8,3,1,77,22.9,0,0,0,LOW
Server,5,3,2,2,55,10.4,0,0,1,LOW
Server,4,5,2,0,49,51.2,0,1,0,LOW
Laptop,3,6,5,0,89,31.6,0,2,0,LOW
Laptop,14,9,4,1,27,0.0,0,1,0,LOW
Laptop,5,6,5,2,31,48.6,2,1,1,HIGH
Server,3,2,4,1,20,59.4,0,0,3,LOW
Workstation,4,4,5,0,13,20.1,1,1,4,LOW
Laptop,10,3,4,3,10,48.6,2,2,3,HIGH
Server,5,6,3,0,12,33.4,1,1,4,MEDIUM
Laptop,5,5,2,2,77,0.0,0,1,2,LOW
Laptop,7,9,5,1,36,81.0,1,1,1,HIGH
Laptop,5,3,1,0,40,33.5,1,0,1,LOW
Laptop,9,3,2,1,91,42.4,1,0,1,MEDIUM
Server,10,6,2,0,62,24.3,0,0,0,LOW
Workstation,5,4,4,0,9,31.5,1,0,1,LOW
Laptop,4,5,5,1,63,41.6,0,0,0,LOW
Desktop,3,8,6,2,79,15.1,0,0,0,LOW
Server,5,5,1,1,73,75.3,2,0,0,HIGH
Workstation,5,8,7,1,105,56.4,1,1,3,HIGH
Desktop,2,3,2,2,71,49.4,0,0,2,LOW
Laptop,4,3,5,0,98,34.9,0,2,0,LOW
Server,5,7,1,1,62,21.3,0,0,4,LOW
Laptop,3,2,2,1,77,60.7,1,0,1,MEDIUM
Workstation,7,3,6,1,18,51.4,2,0,3,HIGH
Laptop,8,5,4,1,120,29.2,0,1,0,MEDIUM
Server,10,0,2,2,3,14.1,0,0,0,LOW
Laptop,4,4,3,0,117,3.3,0,0,1,LOW
Laptop,4,7,2,1,69,38.6,0,0,1,LOW
Workstation,4,3,1,1,40,32.5,1,0,1,LOW
Desktop,8,7,7,2,51,64.1,1,0,0,HIGH
Desktop,4,5,10,1,9,59.8,2,0,2,HIGH
Workstation,8,4,4,0,49,38.9,0,0,1,LOW
Workstation,6,6,4,3,8,36.2,3,0,0,HIGH
Laptop,3,1,5,0,52,12.7,1,0,1,LOW
Desktop,8,8,1,1,16,61.3,0,1,0,LOW
Desktop,6,7,1,1,13,36.8,1,0,2,LOW
Server,2,5,4,2,86,51.3,0,1,3,HIGH
Laptop,5,2,6,0,21,63.9,0,0,0,LOW
Laptop,6,5,4,2,40,25.6,0,0,4,MEDIUM
Workstation,8,13,4,1,80,19.8,1,1,0,MEDIUM
Workstation,5,0,7,3,61,92.3,0,0,2,HIGH
Workstation,6,4,4,1,62,51.1,0,0,1,LOW
Workstation,5,5,4,3,53,31.9,1,1,1,HIGH
Server,3,5,4,0,73,65.3,0,1,2,MEDIUM
Server,3,5,6,0,78,31.2,3,0,1,HIGH
Server,8,2,4,1,15,45.2,0,1,0,LOW
Desktop,7,3,1,0,116,25.5,1,0,0,LOW
Desktop,5,5,2,1,98,37.6,1,2,0,MEDIUM
Laptop,7,3,1,1,51,32.0,0,1,1,LOW
Server,3,5,3,0,45,21.5,2,1,0,LOW
Laptop,6,2,3,0,87,43.3,0,1,4,MEDIUM
Laptop,4,4,4,0,74,24.0,1,0,2,LOW
Desktop,6,8,5,1,97,50.7,0,0,1,MEDIUM
Laptop,6,10,2,2,56,31.3,0,1,0,LOW
Laptop,6,8,2,2,53,0.2,0,0,1,LOW
Workstation,2,4,2,0,56,51.7,0,0,0,LOW
Workstation,7,9,1,1,35,52.0,0,1,4,MEDIUM
Laptop,3,5,6,2,94,87.6,0,1,1,HIGH
Laptop,5,9,1,1,96,38.4,0,1,0,LOW
Laptop,6,7,2,1,13,42.0,0,0,2,LOW
Server,1,7,7,2,11,48.5,2,1,2,HIGH
Workstation,7,0,6,0,9,60.4,1,0,0,LOW
Laptop,5,10,3,1,39,59.1,0,1,0,MEDIUM
Server,5,3,4,0,12,45.0,0,1,1,LOW
Laptop,6,4,4,0,68,37.3,1,2,1,MEDIUM
Laptop,5,8,2,0,120,56.5,2,0,1,HIGH
Workstation,5,9,3,2,85,36.4,1,1,0,HIGH
Laptop,5,3,5,0,112,9.6,1,0,0,LOW
Laptop,10,4,7,1,17,5.0,0,1,1,LOW
Desktop,7,0,5,1,84,31.5,0,2,0,MEDIUM
Desktop,5,6,4,3,88,40.6,1,0,1,HIGH
Workstation,7,6,5,1,54,92.4,1,1,2,HIGH
Workstation,2,1,4,4,90,35.4,0,1,0,MEDIUM
Laptop,5,3,6,1,10,39.0,0,0,0,LOW
Laptop,6,2,5,4,74,29.1,0,0,2,HIGH
Server,3,5,6,2,99,51.6,1,0,0,HIGH
Laptop,4,5,1,0,47,44.2,1,0,0,LOW
Workstation,6,3,5,1,22,24.0,0,0,2,LOW
Server,9,10,3,3,1,15.7,0,0,0,LOW
Laptop,3,4,3,1,33,29.1,0,0,2,LOW
Workstation,4,6,6,1,99,19.4,1,0,2,MEDIUM
Laptop,2,5,3,2,101,32.9,1,0,0,MEDIUM
Desktop,8,1,4,4,74,41.1,1,0,1,HIGH
Desktop,8,1,4,1,31,27.0,1,0,0,LOW
Desktop,2,7,4,0,31,70.0,0,1,5,HIGH
Server,7,11,3,1,102,63.5,1,0,2,HIGH
Server,7,3,4,0,70,32.9,0,2,2,MEDIUM
Workstation,5,3,5,1,95,16.8,1,3,1,HIGH
Workstation,6,3,0,0,44,37.3,0,2,1,LOW
Desktop,4,6,4,1,101,35.1,2,1,0,HIGH
Laptop,3,12,6,1,56,36.6,1,2,1,HIGH
Server,1,4,5,2,81,29.2,0,0,0,LOW
Workstation,11,6,5,0,103,14.9,0,2,2,MEDIUM
Laptop,5,5,5,1,42,38.8,0,1,1,LOW
Desktop,6,9,7,1,95,30.3,0,1,0,MEDIUM
Desktop,8,6,1,0,79,32.2,0,0,1,LOW
Laptop,4,10,4,0,60,40.1,1,0,1,MEDIUM
Server,1,7,2,0,100,36.5,0,1,1,LOW
Laptop,5,6,7,0,53,39.6,0,1,2,MEDIUM
Server,4,3,5,0,90,29.3,0,1,0,LOW
Workstation,6,6,2,2,9,45.9,1,0,2,MEDIUM
Workstation,6,7,5,0,104,22.2,0,1,2,MEDIUM
Laptop,4,3,2,0,116,14.1,0,1,1,LOW
Laptop,4,5,4,1,119,18.4,0,2,2,MEDIUM
Server,6,4,3,2,102,23.1,0,0,0,LOW
Workstation,6,6,8,3,83,9.7,1,1,2,HIGH
Desktop,4,8,6,0,89,0.8,1,1,1,LOW
Workstation,2,5,4,1,112,49.1,1,0,1,MEDIUM
Laptop,3,5,4,1,88,66.0,0,1,1,MEDIUM
Workstation,5,8,4,0,32,50.3,0,0,0,LOW
Laptop,5,4,8,2,19,27.4,1,0,2,MEDIUM
Laptop,7,5,2,0,117,0.2,1,1,4,MEDIUM
Desktop,6,7,3,1,16,42.2,1,1,0,LOW
Laptop,7,7,3,0,110,2.6,1,0,0,LOW
Laptop,5,4,2,1,113,36.1,1,0,1,MEDIUM
Laptop,2,5,3,0,4,20.4,0,0,0,LOW
Desktop,3,3,5,1,97,0.0,0,0,0,LOW
Server,3,2,3,2,71,70.6,0,0,0,MEDIUM
Laptop,2,3,4,0,47,10.4,0,0,1,LOW
Server,4,1,7,2,60,30.2,0,0,0,LOW
Workstation,2,4,4,1,51,35.2,0,1,4,MEDIUM
Laptop,3,10,3,0,98,27.7,1,0,1,LOW
Laptop,2,3,6,1,49,48.2,1,0,1,MEDIUM
Workstation,1,3,2,1,15,21.7,1,2,1,LOW
Workstation,2,3,3,2,48,46.4,0,0,1,LOW
Desktop,8,6,4,0,63,45.0,0,1,1,MEDIUM
Workstation,5,6,1,1,54,7.7,1,1,0,LOW
Laptop,5,5,1,1,60,43.2,0,2,0,LOW
Laptop,8,6,2,1,119,14.8,2,0,1,MEDIUM
Server,5,5,3,0,47,12.4,0,1,0,LOW
Laptop,3,0,3,0,98,44.4,0,0,2,LOW
Server,4,5,6,2,120,29.0,2,0,0,HIGH
Desktop,5,9,6,1,100,46.2,1,1,5,HIGH
Server,8,3,6,1,65,46.4,0,0,0,MEDIUM
Desktop,5,4,1,0,119,6.6,0,2,0,LOW
Laptop,10,7,3,1,50,54.3,0,2,1,HIGH
Laptop,3,5,4,2,33,44.3,0,2,1,MEDIUM
Laptop,3,5,3,1,103,25.1,0,0,3,LOW
Server,6,4,5,0,111,35.0,0,0,0,LOW
Laptop,11,5,7,0,16,54.9,0,0,0,LOW
Laptop,6,4,3,2,38,31.0,2,0,1,MEDIUM
Laptop,4,6,5,1,34,84.5,1,0,2,HIGH
Laptop,5,4,7,1,99,70.8,0,0,0,HIGH
Workstation,8,3,5,0,33,40.6,1,0,0,LOW
Laptop,3,5,10,0,80,33.0,0,0,1,MEDIUM
Workstation,5,3,6,1,112,33.9,1,1,1,HIGH
Laptop,4,3,2,1,110,24.8,0,1,1,LOW
Server,4,8,7,0,106,40.8,1,1,0,HIGH
Desktop,3,3,6,2,64,53.1,0,0,1,MEDIUM
Laptop,7,9,5,1,73,8.3,3,1,2,HIGH
Workstation,2,4,7,1,87,52.1,1,1,2,HIGH
Workstation,3,6,3,1,38,58.5,1,0,1,MEDIUM
Workstation,5,5,4,2,60,50.6,0,0,2,MEDIUM
Laptop,3,9,4,1,56,35.1,0,1,2,MEDIUM
Laptop,6,2,5,1,96,49.7,1,0,0,MEDIUM
Server,6,2,6,3,69,66.6,1,1,0,HIGH
Laptop,6,1,5,1,53,36.7,0,0,2,LOW
Server,1,3,4,0,65,38.5,0,0,1,LOW
Desktop,7,5,7,2,20,84.9,1,1,1,HIGH
Desktop,5,5,3,1,30,44.8,0,0,0,LOW
Workstation,3,5,5,0,96,15.8,0,0,0,LOW
Server,2,5,2,1,15,57.2,0,1,3,LOW
Laptop,5,3,5,0,82,46.8,0,0,1,LOW
Laptop,6,6,5,0,109,23.6,0,1,2,MEDIUM
Desktop,1,7,3,1,82,13.7,0,2,0,LOW
Desktop,6,5,2,2,77,43.2,0,1,3,HIGH
Laptop,7,10,5,3,86,36.7,1,1,2,HIGH
Laptop,2,9,7,0,17,10.6,0,0,2,LOW
Server,11,6,3,0,16,36.1,0,0,1,LOW
Workstation,4,5,2,2,119,34.7,0,0,2,MEDIUM
Desktop,9,10,7,2,51,36.6,0,0,1,HIGH
Laptop,1,5,4,0,49,48.8,0,0,1,LOW
Laptop,3,3,4,0,19,0.0,0,0,0,LOW
Desktop,10,3,6,1,88,13.5,1,1,0,MEDIUM
Laptop,7,6,6,2,4,27.3,1,0,1,MEDIUM
Desktop,5,5,7,3,21,67.2,2,0,1,HIGH
Server,4,7,6,2,27,90.1,0,1,0,HIGH
Laptop,2,3,5,1,112,38.1,0,0,0,LOW
Laptop,3,4,6,0,114,39.0,0,1,1,MEDIUM
Laptop,6,3,3,1,9,0.0,1,0,1,LOW
Workstation,8,5,4,2,16,57.9,2,0,0,HIGH
Server,6,6,3,0,115,47.9,0,2,0,MEDIUM
Laptop,5,5,4,0,76,44.2,1,0,1,MEDIUM
Workstation,3,4,3,0,87,10.6,1,0,0,LOW
Desktop,3,5,0,0,68,81.6,0,0,2,LOW
Desktop,1,6,3,1,27,71.5,0,0,2,LOW
Workstation,6,3,4,2,88,44.5,0,2,1,HIGH
Laptop,4,5,5,1,21,59.8,0,1,1,MEDIUM
Laptop,8,7,3,0,3,39.1,1,0,2,LOW
Desktop,7,5,7,0,101,56.1,2,0,0,HIGH
Laptop,9,9,8,0,45,9.2,2,1,2,HIGH
Server,5,7,2,2,4,0.0,0,0,3,LOW
Laptop,3,4,2,2,52,10.1,0,0,4,LOW
Laptop,5,5,12,1,13,20.3,0,1,1,MEDIUM
Laptop,4,3,4,1,56,23.8,1,2,1,MEDIUM
Desktop,3,7,3,0,81,47.9,1,0,0,LOW
Laptop,7,2,4,3,40,32.3,1,0,1,MEDIUM
Laptop,6,4,1,0,9,37.4,0,0,1,LOW
Workstation,3,6,0,0,107,11.9,1,2,0,LOW
Laptop,3,3,1,1,65,10.0,1,0,2,LOW
Laptop,6,5,3,1,2,38.9,1,0,2,LOW
Laptop,7,5,7,0,69,26.1,1,0,0,LOW
Laptop,6,7,8,1,111,38.1,1,0,0,HIGH
Laptop,3,0,5,2,2,50.0,0,1,0,LOW
Desktop,5,2,3,2,95,74.1,1,0,1,HIGH
Laptop,7,3,4,2,45,37.6,1,0,1,MEDIUM
Workstation,1,4,2,0,85,77.9,0,1,3,MEDIUM
Workstation,9,3,3,0,3,46.9,1,1,1,LOW
Laptop,7,4,8,0,109,53.2,2,1,1,HIGH
Laptop,5,7,6,1,116,61.2,1,1,1,HIGH
Laptop,3,2,3,1,66,53.8,0,0,0,LOW
Desktop,5,3,2,0,26,20.4,1,1,0,LOW
Laptop,6,5,4,1,18,61.8,1,0,2,MEDIUM
Workstation,6,4,4,1,83,29.8,0,0,1,LOW
Server,7,6,4,0,96,44.6,1,1,1,HIGH
Workstation,6,2,2,2,81,40.9,0,1,0,LOW
Desktop,7,8,4,0,59,63.2,0,0,1,MEDIUM
Workstation,4,4,5,3,93,46.6,1,1,0,HIGH
Laptop,4,2,6,1,89,7.5,0,0,0,LOW
Laptop,3,3,4,1,40,84.0,0,2,0,MEDIUM
Laptop,4,0,3,1,93,56.4,3,0,1,HIGH
Workstation,7,6,4,1,22,25.9,0,1,2,LOW
Desktop,6,9,6,0,99,13.0,1,1,0,MEDIUM
Workstation,5,4,5,1,64,58.9,0,0,2,MEDIUM
Laptop,2,3,0,0,90,15.6,1,0,2,LOW
Workstation,3,10,4,3,84,55.6,0,0,4,HIGH
Desktop,7,6,5,1,11,61.5,0,0,1,MEDIUM
Desktop,0,4,3,1,91,23.7,0,0,1,LOW
Workstation,7,6,6,2,94,21.7,1,1,1,HIGH
Laptop,9,7,1,1,5,27.7,0,0,3,LOW
Laptop,6,6,2,2,27,16.2,0,0,1,LOW
Desktop,8,7,6,2,91,43.1,0,0,1,HIGH
Laptop,4,9,0,0,43,46.2,1,1,1,LOW
Laptop,8,10,6,2,13,54.0,0,0,3,HIGH
Laptop,10,3,8,2,103,19.7,0,1,1,HIGH
Laptop,6,3,3,0,63,56.5,0,1,1,LOW
Workstation,7,4,0,0,47,16.3,0,0,1,LOW
Desktop,5,5,2,1,67,56.5,2,0,0,MEDIUM
Laptop,5,5,4,0,48,5.3,2,0,3,LOW
Laptop,7,5,7,1,15,72.5,2,3,0,HIGH
Desktop,7,3,5,2,67,26.5,0,1,2,MEDIUM
Server,5,3,1,0,116,51.2,1,1,2,MEDIUM
Workstation,6,4,3,0,115,52.9,1,3,1,HIGH
Workstation,4,7,3,1,77,10.1,0,1,4,LOW
Laptop,4,2,5,0,19,56.4,1,0,1,LOW
Laptop,4,9,4,0,27,25.9,0,1,1,LOW
Desktop,1,3,3,1,38,31.3,0,0,1,LOW
Desktop,10,7,2,1,6,23.3,1,0,2,LOW
Desktop,9,7,5,1,16,73.5,1,0,2,HIGH
Server,2,5,2,0,93,12.3,1,2,0,LOW
Desktop,7,4,5,1,51,47.5,1,0,2,HIGH
Laptop,3,5,0,0,101,24.3,0,0,0,LOW
Laptop,7,6,0,0,7,62.0,0,0,0,LOW
Laptop,4,3,3,1,10,89.1,1,0,2,HIGH
Laptop,4,3,5,0,83,24.1,0,0,0,LOW
Laptop,9,2,3,1,31,41.1,0,0,2,LOW
Server,7,4,2,1,27,29.5,1,0,2,LOW
Laptop,5,4,4,0,77,60.8,1,0,1,MEDIUM
Laptop,3,7,3,2,110,32.5,0,1,2,MEDIUM
Desktop,6,7,2,2,50,57.9,0,0,1,MEDIUM
Server,5,8,1,1,92,29.2,0,1,2,MEDIUM
Laptop,5,5,3,2,41,87.4,1,1,1,HIGH
Workstation,3,7,2,1,101,0.0,0,0,0,LOW
Workstation,2,5,6,2,51,46.3,0,0,2,MEDIUM
Desktop,7,9,6,0,18,37.8,0,2,1,MEDIUM
Server,6,3,3,1,61,37.0,1,1,1,MEDIUM
Laptop,6,8,3,3,35,44.3,1,1,2,HIGH
Workstation,9,6,5,0,22,39.3,3,1,0,HIGH
Laptop,2,5,2,1,22,42.8,0,1,1,LOW
Workstation,3,9,4,0,46,47.0,2,1,0,MEDIUM
Desktop,11,4,5,0,1,76.5,2,0,1,HIGH
Laptop,2,7,5,2,8,0.0,0,0,0,LOW
Laptop,7,6,1,1,71,78.6,1,0,2,HIGH
Server,7,7,5,0,0,94.3,0,0,0,MEDIUM
Desktop,5,7,3,0,93,0.0,1,0,1,LOW
Laptop,6,3,7,2,117,39.1,0,0,1,HIGH
Server,10,7,4,0,22,68.2,1,0,0,MEDIUM
Workstation,5,2,5,2,6,58.2,0,0,3,MEDIUM
Desktop,3,7,3,3,25,74.9,2,0,2,HIGH
Desktop,4,5,0,0,5,46.2,0,0,0,LOW
Laptop,3,6,1,0,32,0.0,0,0,0,LOW
Server,4,4,3,0,107,66.7,0,1,1,MEDIUM
Laptop,3,4,4,0,99,52.0,0,0,1,LOW
Workstation,7,6,3,1,118,70.3,0,0,1,HIGH
Laptop,2,4,2,2,98,4.3,0,1,1,LOW
Desktop,4,9,4,0,102,11.2,0,0,0,LOW
Laptop,7,5,4,0,71,38.4,0,0,0,LOW
Laptop,6,3,7,0,16,67.3,2,1,3,HIGH
Server,2,3,7,1,93,73.5,1,0,0,HIGH
Desktop,11,3,0,0,77,22.0,0,0,1,LOW
Desktop,3,3,2,0,116,29.1,0,0,4,LOW
Workstation,5,2,9,3,84,100.0,1,0,0,HIGH
Workstation,4,10,5,0,66,25.8,1,1,3,MEDIUM
Workstation,4,5,5,1,93,52.9,0,2,1,HIGH
Laptop,6,6,9,0,79,28.1,0,0,0,LOW
Desktop,6,9,1,1,13,48.4,0,0,1,LOW
Workstation,4,6,3,1,73,18.9,1,1,1,LOW
Laptop,3,4,3,0,47,19.6,0,0,0,LOW
Laptop,2,7,1,0,19,29.8,1,0,1,LOW
Workstation,1,4,3,0,33,26.0,1,0,1,LOW
Desktop,2,7,2,2,100,31.3,0,0,1,LOW
Desktop,6,6,4,2,79,49.6,2,0,2,HIGH
Workstation,5,5,3,0,7,79.6,0,3,1,MEDIUM
Desktop,2,2,3,0,41,25.0,1,0,1,LOW
Desktop,0,9,3,1,82,16.3,1,0,3,MEDIUM
Laptop,7,6,6,0,61,38.2,0,0,0,LOW
Laptop,9,10,5,1,93,19.3,0,2,1,HIGH
Laptop,6,8,5,1,75,2.0,0,1,0,LOW
Server,6,5,6,2,4,61.4,1,1,0,HIGH
Workstation,4,2,4,0,104,39.8,0,2,1,MEDIUM
Laptop,5,2,5,2,69,41.9,0,1,1,MEDIUM
Laptop,3,7,7,1,111,0.0,0,1,0,LOW
Workstation,1,8,3,0,26,25.1,1,2,0,LOW
Laptop,3,3,4,1,83,6.9,0,0,0,LOW
Desktop,7,7,0,0,3,37.5,1,1,1,LOW
Desktop,3,6,5,1,18,41.0,1,0,1,LOW
Server,5,4,4,2,106,40.9,0,0,1,MEDIUM
Laptop,3,4,4,0,107,23.3,0,0,0,LOW
Server,8,6,6,2,115,19.2,1,0,3,HIGH
Laptop,8,9,4,1,24,33.7,0,0,2,LOW
Desktop,6,7,3,0,107,45.9,0,0,1,LOW
Laptop,4,4,4,0,6,25.3,0,0,0,LOW
Desktop,1,6,4,0,48,17.4,0,1,0,LOW
Desktop,5,3,1,1,52,18.3,1,0,0,LOW
Laptop,5,9,2,0,95,23.5,2,2,2,HIGH
Laptop,7,5,0,0,82,28.0,0,1,0,LOW
Laptop,3,5,5,0,43,13.8,1,1,1,LOW
Laptop,1,7,5,0,18,28.2,0,0,3,LOW
Laptop,7,3,3,1,44,65.2,0,1,2,MEDIUM
Workstation,5,5,3,0,36,31.5,0,0,1,LOW
Laptop,1,5,4,3,81,10.7,1,1,0,MEDIUM
Workstation,4,2,5,1,9,0.0,0,0,1,LOW
Workstation,6,3,2,1,49,78.4,0,0,0,LOW
Laptop,2,3,3,3,74,63.1,0,1,1,HIGH
Server,9,5,3,1,78,44.3,0,0,3,MEDIUM
Workstation,4,7,10,1,85,63.6,1,0,1,HIGH
Server,5,3,6,0,34,49.6,1,0,1,LOW
Desktop,2,5,3,0,62,36.3,0,0,1,LOW
Desktop,6,4,3,1,11,10.7,1,0,2,LOW
Laptop,5,2,3,1,53,80.0,0,0,1,MEDIUM
Desktop,5,4,8,1,118,28.4,2,2,0,HIGH
Workstation,5,4,3,0,102,29.6,1,0,1,LOW
Workstation,9,0,3,1,75,38.8,0,1,0,LOW
Laptop,8,6,10,1,50,39.2,0,1,1,HIGH
Server,0,3,2,2,108,50.6,0,0,1,LOW
Laptop,2,7,3,1,53,48.1,0,0,1,LOW
Workstation,2,9,1,1,92,25.3,1,1,1,MEDIUM
Laptop,7,9,6,0,69,38.6,0,0,1,MEDIUM
Workstation,5,6,3,0,2,49.9,1,0,0,LOW
Workstation,6,6,2,1,85,23.4,1,2,0,MEDIUM
Laptop,6,5,4,1,108,69.8,0,1,1,HIGH
Laptop,6,6,2,2,94,37.6,0,0,1,MEDIUM
Workstation,4,10,3,0,74,73.2,0,0,1,MEDIUM
Laptop,8,4,5,0,4,7.4,1,0,0,LOW
Desktop,6,9,4,1,2,52.4,0,1,2,MEDIUM
Workstation,2,10,6,2,102,18.4,0,1,3,HIGH
Desktop,4,6,7,3,57,24.0,0,2,1,HIGH
